Title,Category,Qualification
"Business Analyst Intern, Summer 2018",Business Strategy,"['must', 'enrolled', 'fulltime', 'degree', 'program', 'returning', 'program', 'end', 'internship', 'currently', 'pursuing', 'bachelor', 'degree', 'emphasis', 'coursework', 'quantitative', 'natureeg', 'statistic', 'computer', 'science', 'engineering', 'mathematics', 'data', 'science', 'experience', 'working', 'statistical', 'package', 'eg', 'r', 'sa', 'stata', 'matlab', 'etc', 'experience', 'scripting', 'sql', 'experience', 'pulling', 'data', 'datasets', 'using', 'statistic', 'arrive', 'answer', 'deep', 'interest', 'aptitude', 'data', 'metric', 'analysis', 'trend', 'applied', 'knowledge', 'measurement', 'statistic', 'program', 'evaluation', 'distinctive', 'problem', 'solving', 'skill', 'good', 'business', 'judgment', 'capable', 'translating', 'analysis', 'result', 'business', 'recommendation', 'strong', 'written', 'verbal', 'communication', 'skill', 'authorization', 'work', 'united', 'state']"
Android Device Strategy Lead,Business Strategy,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', '8', 'year', 'experience', 'management', 'consulting', 'corporate', 'development', 'product', 'management', 'investment', 'banking', 'mbachelor', 'art', 'equivalent', 'extensive', 'strategy', 'experience', 'ability', 'lead', 'handle', 'multiple', 'timesensitive', 'project', 'passion', 'mobile', 'device', 'creative', 'result', 'driven', 'business', 'minded', 'collaborative', 'excellent', 'communication', 'skill', 'ability', 'turn', 'high', 'level', 'concept', 'well', 'defined', 'narrative', 'executive', 'ready', 'material']"
"Market Intelligence Analyst, Consumer Hardware Products",Business Strategy,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', '6', 'year', 'relevant', 'work', 'experience', 'demonstrated', 'understanding', 'statistical', 'modeling', 'technique', 'ability', 'effectively', 'influence', 'communicate', 'crossfunctionally', 'across', 'level', 'demonstrated', 'accountability', 'ability', 'take', 'ownership', 'endtoend', 'project', 'life', 'cycle', 'creative', 'resultsdriven', 'business', 'minded', 'collaborative', 'ability', 'seamlessly', 'move', 'strategy', 'execution', 'excellent', 'written', 'verbal', 'communication', 'presentation', 'skill', 'ability', 'comfortably', 'interact', 'technical', 'nontechnical', 'group', 'partner', 'google', 'executive', 'management']"
"Business Analyst, Strategic Relationships, Japan",Business Strategy,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', 'experience', 'working', 'towards', 'strategic', 'business', 'goal', 'ability', 'speak', 'write', 'japanese', 'english', 'fluently', 'idiomatically', '3', 'year', 'experience', 'partnership', 'strategy', 'consulting', 'experience', 'presenting', 'seniorlevel', 'audience', 'demonstrated', 'ability', 'work', 'crossfunctional', 'team', 'build', 'strong', 'relationship', 'across', 'internal', 'team', 'demonstrated', 'project', 'management', 'skill', 'excellent', 'problemsolving', 'analytical', 'skill', 'combined', 'impeccable', 'business', 'judgment', 'excellent', 'written', 'verbal', 'communication', 'skill']"
"User Engagement Strategy Manager, Google Technical Services, Scaled Engagement and Learning",Business Strategy,"['bachelor', 'degree', 'business', 'technical', 'field', 'equivalent', 'practical', 'experience', '5', 'year', 'experience', 'ux', 'research', 'related', 'area', '3', 'year', 'experience', 'marketing', 'communication', '3', 'year', 'people', 'leadership', 'management', 'experience', 'mbachelor', 'art', 'degree', 'consulting', 'experience', 'product', 'technical', 'experience', 'collaborative', 'leader', 'proven', 'track', 'record', 'delivering', 'business', 'result', 'building', 'commitment', 'strong', 'problem', 'solver']"
"Associate, Business Operations and Strategy",Business Strategy,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', '2', 'year', 'experience', 'management', 'consulting', 'investment', 'banking', '4', 'year', 'relevant', 'work', 'experience', 'experience', 'management', 'consulting', 'firm', 'corporate', 'strategy', 'organization', 'technologyfocused', 'banking', 'organization', 'early', 'stage', 'company', 'experience', 'excellent', 'problemsolving', 'analytical', 'skill', 'impeccable', 'business', 'judgment', 'effective', 'modeling', 'presentation', 'skill', 'excellent', 'communication', 'interpersonal', 'skill', 'ability', 'personable', 'yet', 'persistent']"
"Strategy and Operations Excellence Analyst, Google Marketing Solutions",Business Strategy,"['bachelor', 'art', 'science', 'degree', 'quantitative', 'focus', 'economics', 'computer', 'science', 'mathematics', 'physic', 'statistic', 'accounting', 'equivalent', 'practical', 'experience', '4', 'year', 'analytical', 'work', 'experience', 'marketing', 'sale', 'management', 'consulting', 'business', 'operation', 'analytics', 'environment', 'mbachelor', 'art', 'm', 'advanced', 'degree', 'experience', 'presenting', 'executive', 'analyzing', 'large', 'quantity', 'data', 'strong', 'spreadsheet', 'database', 'query', 'experience', 'eg', 'sql', 'track', 'record', 'thought', 'leadership', 'applying', 'datadriven', 'model', 'tangible', 'impact', 'sale', 'marketing', 'operation', 'across', 'international', 'market', 'ability', 'strategically', 'analyze', 'synthesize', 'data', 'order', 'develop', 'useful', 'format', 'actionable', 'insight', 'ability', 'consistently', 'deliver', 'quality', 'output', 'fastpaced', 'environment', 'ability', 'work', 'tight', 'deadline', 'extremely', 'wellorganized', 'capable', 'handling', 'multiple', 'project', 'adhoc', 'request', 'simultaneously', 'ability', 'work', 'contribute', 'fun', 'fastpaced', 'high', 'impact', 'dynamic', 'environment']"
"Go-to-Market Lead, Southeast Asia/India Partnerships",Business Strategy,"['6', 'year', 'experience', 'strategic', 'management', 'consulting', 'experience', 'digital', 'ad', 'google', 'business', 'experience', 'working', 'ad', 'tech', 'publisher', 'sellside', 'successful', 'track', 'record', 'developing', 'business', 'plan', 'setting', 'supporting', 'delivery', 'okrs', 'proven', 'success', 'project', 'management', 'execution', 'multitasking', 'delegating', 'excellent', 'written', 'verbal', 'communication', 'skill', 'strong', 'stakeholder', 'management', 'influencing', 'skill']"
"Business Systems Analyst, Financial Applications",Business Strategy,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', '7', 'year', 'experience', 'implementing', 'customizing', 'vendor', 'software', 'building', 'custom', 'financial', 'application', 'full', 'system', 'implementation', 'lifecycles', 'analyze', 'design', 'build', 'test', 'implement', 'support', 'experience', 'one', 'finance', 'functional', 'area', 'eg', 'accounting', 'hfm', 'payroll', 'time', 'attendance', 'sale', 'compensation', 'procuretopay', 'ordertocash', 'mam', 'degree', '10', 'year', 'relevant', 'work', 'experience', 'experience', 'working', 'system', 'handle', 'sensitive', 'data', 'sox', 'control', 'change', 'management', 'process', 'track', 'record', 'working', 'crossfunctional', 'team', 'project', 'excellent', 'interpersonal', 'communication', 'skill', 'strong', 'analytical', 'skill', 'ability', 'deal', 'ambiguity', 'rapidly', 'changing', 'business', 'environment']"
Accountant,Finance,"['bachelor', 'art', 'science', 'degree', 'business', 'finance', 'accounting', 'equivalent', 'practical', 'experience', '5', 'year', 'relevant', 'experience', 'cpa', 'chartered', 'accountant', 'certification', 'experience', 'oracle', '11i', 'understanding', 'accounting', 'principle', 'ability', 'effectively', 'operate', 'flexibility', 'fast', 'paced', 'dynamic', 'team', 'environment', 'ability', 'work', 'independently', 'effective', 'planning', 'interpersonal', 'communication', 'skill', 'excellent', 'attention', 'detail', 'analytical', 'skill', 'high', 'level', 'comfort', 'working', 'number', 'demonstrated', 'expertise', 'using', 'spreadsheet', 'software']"
"Internal Audit, Technology Auditor",Finance,"['bachelor', 'art', 'science', 'degree', 'management', 'information', 'system', 'engineering', 'business', 'finance', 'accounting', 'equivalent', 'practical', 'experience', '2', 'year', 'relevant', 'work', 'experience', 'audit', 'consulting', 'related', 'industry', 'including', 'nontraditional', 'audit', 'experience', 'use', 'data', 'analytics', 'integration', 'itengineering', 'mbachelor', 'art', 'cisacissppmpciacpacfe', 'related', 'experience', 'experience', 'one', 'following', 'area', 'technology', 'consulting', 'system', 'auditing', 'privacy', 'cybersecurity', 'ecommerce', 'advertising', 'ad', 'cloud', 'online', 'payment', 'online', 'medium', 'entertainment', 'eg', 'youtube', 'online', 'content', 'licensing', 'royalty', 'management', 'software', 'development', 'supply', 'chain', 'system', 'process', 'hw', 'manufacturing', 'financial', 'process', 'system', 'oracle', 'financials', 'merger', 'acquisition', 'large', 'project', 'system', 'integration', 'eg', 'erp', 'data', 'analytics', 'ability', 'navigate', 'ambiguity', 'manage', 'coordinate', 'multiple', 'project', 'assignment', 'multiple', 'team', 'simultaneously', 'fastpaced', 'deadlinedriven', 'environment', 'accepting', 'ownership', 'accountability', 'process', 'deliver', 'commitment', 'ability', 'willingness', 'take', 'initiative', 'address', 'problem', 'make', 'continuous', 'process', 'improvement', 'exceptional', 'written', 'verbal', 'communication', 'skill', 'interpersonal', 'skill', 'work', 'crossfunctionally']"
"Senior Technology Auditor, Internal Audit",Finance,"['bachelor', 'art', 'science', 'degree', 'management', 'information', 'system', 'engineering', 'business', 'finance', 'accounting', 'equivalent', 'practical', 'experience', '5', 'year', 'relevant', 'work', 'experience', 'audit', 'consulting', 'related', 'industry', 'experience', 'audit', 'data', 'analytics', 'integration', 'itengineering', 'mbachelor', 'art', 'degree', 'cisacissppmpciacpacfe', 'related', 'experience', 'experience', 'one', 'following', 'area', 'technology', 'consulting', 'system', 'auditing', 'privacy', 'cybersecurity', 'ecommerce', 'advertising', 'ad', 'cloud', 'online', 'payment', 'online', 'medium', 'entertainment', 'eg', 'youtube', 'online', 'content', 'licensing', 'royalty', 'management', 'software', 'development', 'supply', 'chain', 'system', 'process', 'hw', 'manufacturing', 'financial', 'process', 'system', 'database', 'financials', 'merger', 'acquisition', 'large', 'project', 'system', 'integration', 'eg', 'erp', 'data', 'analytics', 'ability', 'navigate', 'ambiguity', 'manage', 'coordinate', 'multiple', 'project', 'assignment', 'multiple', 'team', 'simultaneously', 'fastpaced', 'deadlinedriven', 'environment', 'accepting', 'ownership', 'accountability', 'order', 'deliver', 'commitment', 'demonstrated', 'leadership', 'skill', 'ability', 'take', 'charge', 'interact', 'confidently', 'level', 'set', 'objective', 'drive', 'result', 'working', 'team', 'player', 'excellent', 'communication', 'interpersonal', 'skill', 'ability', 'work', 'wide', 'variety', 'department']"
Brand and Reputation Strategy Lead,Finance,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', 'experience', 'quantitative', 'analysis', 'system', 'understanding', 'accounting', 'process', 'terminology', 'finance', 'technical', 'skill', 'including', 'proficiency', 'sql', 'ability', 'motivate', 'team', 'collaborate', 'effectively', 'help', 'influence', 'leadership', 'effective', 'written', 'presentation', 'skill', 'innovative', 'organized', 'thorough']"
"Payroll Operations Controller, Financial Operations (English, Portuguese)",Finance,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', 'experience', 'accounting', 'finance', 'tax', 'riskcompliance', 'principle', 'ability', 'speak', 'write', 'english', 'portuguese', 'fluently', 'idiomatically', 'experience', 'process', 'improvement', 'experience', 'project', 'management', 'meticulous', 'attention', 'detail', 'ability', 'work', 'collaboratively', 'diplomatic', 'influence', 'stakeholder', 'vendor', 'international', 'team', 'effective', 'leadership', 'skill', 'coordinating', 'crossfunctional', 'initiative', 'effective', 'analytical', 'problem', 'solving', 'spreadsheet', 'skill']"
"Inventory Accounting Manager, Consumer Hardware",Finance,"['bachelor', 'art', 'science', 'degree', 'equivalent', 'practical', 'experience', 'cpa', 'ca', 'qualification', 'experience', 'u', 'gaap', '12', 'year', 'relevant', 'work', 'experience', 'including', '6', 'year', 'experience', 'public', 'accounting', '4', 'year', 'experience', 'consumer', 'hardware', 'operational', 'accounting', '5', 'year', 'experience', 'leading', 'managing', 'team', 'demonstrated', 'ability', 'work', 'collaboratively', 'crossfunctional', 'fastpaced', 'environment', 'lead', 'drive', 'complex', 'operational', 'initiative', 'collaborative', 'style', 'ability', 'work', 'cross', 'functional', 'international', 'team', 'demonstrated', 'job', 'stability', 'increasing', 'level', 'responsibility', 'track', 'record', 'successfully', 'managing', 'crossfunctional', 'initiative', 'excellent', 'analytical', 'skill', 'combined', 'impeccable', 'business', 'judgment', 'ability', 'communicate', 'effectively', 'senior', 'management']"
"APAC Accounting Lead, Non-Ads Products",Finance,"['bachelor', 'degree', 'businesscommerce', 'discipline', 'equivalent', 'practical', 'experience', 'cpaca', 'professional', 'accounting', 'accreditation', '8', 'year', 'relevant', 'work', 'experience', 'experience', 'u', 'gaap', 'ifrs', 'superior', 'analytical', 'skill', 'combined', 'impeccable', 'business', 'judgment', 'ability', 'communicate', 'effectively', 'management', 'proven', 'ability', 'work', 'crossfunctional', 'fastpaced', 'environment', 'lead', 'drive', 'complex', 'operational', 'initiative', 'collaborative', 'working', 'style', 'ability', 'work', 'vendor', 'international', 'team']"
